"","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys","all.that.remains","amon.amarth","amy.macdonald","amy.winehouse","anti.flag","aphex.twin","apocalyptica","arcade.fire","arch.enemy","arctic.monkeys","as.i.lay.dying","atb","atreyu","audioslave","avril.lavigne","babyshambles","bad.religion","beastie.boys","beatsteaks","beck","beirut","belle.and.sebastian","beyonce","billy.talent","bjork","black.eyed.peas","black.sabbath","blind.guardian","blink.182","bloc.party","bloodhound.gang","blur","boards.of.canada","bob.dylan","bob.marley","bob.marley...the.wailers","breaking.benjamin","bright.eyes","bring.me.the.horizon","britney.spears","bruce.springsteen","bullet.for.my.valentine","caliban","cascada","cat.power","children.of.bodom","chimaira","christina.aguilera","clueso","cocorosie","coldplay","crystal.castles","cypress.hill","daft.punk","damien.rice","dark.tranquillity","david.bowie","david.guetta","death.cab.for.cutie","deep.purple","deftones","deichkind","depeche.mode","dido","die.apokalyptischen.reiter","die.toten.hosen","digitalism","dimmu.borgir","dire.straits","disturbed","dream.theater","dredg","dropkick.murphys","duffy","editors","eels","elliott.smith","eluveitie","elvis.presley","eminem","ensiferum","enter.shikari","equilibrium","eric.clapton","evanescence","faithless","fall.out.boy","farin.urlaub","feist","finntroll","flogging.molly","flyleaf","foo.fighters","frank.sinatra","franz.ferdinand","funeral.for.a.friend","genesis","gentleman","godsmack","goldfrapp","good.charlotte","gorillaz","green.day","groove.coverage","guano.apes","guns.n.roses","hammerfall","hans.zimmer","hatebreed","heaven.shall.burn","him","hoobastank","hot.chip","howard.shore","in.extremo","in.flames","incubus","interpol","iron.maiden","jack.johnson","james.blunt","james.morrison","jamiroquai","jason.mraz","jay.z","jimi.hendrix","jimmy.eat.world","johnny.cash","jose.gonzalez","joy.division","judas.priest","justice","justin.timberlake","kaiser.chiefs","kanye.west","kate.nash","katie.melua","katy.perry","keane","kelly.clarkson","killswitch.engage","kings.of.convenience","kings.of.leon","korpiklaani","kreator","lacuna.coil","lady.gaga","led.zeppelin","lenny.kravitz","leona.lewis","lily.allen","limp.bizkit","linkin.park","lostprophets","machine.head","madonna","mando.diao","manowar","manu.chao","maria.mena","marilyn.manson","massive.attack","metallica","mgmt","michael.jackson","mika","millencolin","misfits","moby","modest.mouse","mogwai","morcheeba","motorhead","muse","my.chemical.romance","nada.surf","nelly.furtado","nickelback","nightwish","nine.inch.nails","nirvana","nofx","norah.jones","nouvelle.vague","oasis","oomph.","opeth","panic.at.the.disco","papa.roach","paramore","parkway.drive","pearl.jam","peter.fox","pink","pink.floyd","placebo","porcupine.tree","portishead","queen","queens.of.the.stone.age","r.e.m.","radiohead","rage.against.the.machine","rammstein","ramones","razorlight","red.hot.chili.peppers","regina.spektor","rihanna","rise.against","rob.zombie","robbie.williams","schandmaul","scooter","seeed","seether","serj.tankian","silverstein","simple.plan","slayer","slipknot","snow.patrol","soilwork","sonata.arctica","sonic.syndicate","staind","stars","stone.sour","subway.to.sally","sufjan.stevens","sum.41","system.of.a.down","tegan.and.sara","tenacious.d","the.beatles","the.chemical.brothers","the.clash","the.cure","the.decemberists","the.doors","the.fratellis","the.fray","the.hives","the.killers","the.kooks","the.libertines","the.national","the.notwist","the.offspring","the.postal.service","the.prodigy","the.pussycat.dolls","the.rolling.stones","the.shins","the.smashing.pumpkins","the.smiths","the.streets","the.strokes","the.subways","the.ting.tings","the.used","the.white.stripes","the.wombats","thievery.corporation","three.days.grace","timbaland","tom.waits","tool","tori.amos","travis","trivium","u2","underoath","volbeat","yann.tiersen"
"8604","0.0710865100977523","0","0","0.310457400300535","0","0","0","0","0.0770787944379466","0","0","0","0","0.0905469813411006","0","0.324732367031975","0","","0","0.204871785253678","0","0","0","0","0","0.257307774151301","0","0.188488952763923","0","0.210354547715197","0.371670745677765","0.313163002402307","0","0","0.079636027364717","0","0","0","0","0.208822335894406","0","0.193742128497318","0.0894558345960268","0.0906664006413191","0.0869188946187796","0","0","0.279264274500357","0","0","0","0","0","0","0.35432367204787","0","0","0","0.109331866644137","","0.190554967760254","","0","0.185369720217987","0.191149450644395","0","0","0.0925250640348436","0.0987097012961358","0","0","","","0","0","0","0.403874344639536","0","0","0","0","0.0943235961709141","0","0","0.268418182808873","0","0.203113435999152","0","0","0","0","","0","0","0","0.0881856021391935","0","0.0903119296400617","0.086399082571151","0","0","0","0","0","","0.0792046320325577","0.105624897267206","0.117645080069689","0","0","0","","0","0.0742180067484706","0.109575614090944","0.1037166955412","0","0","0","0","0","0","0.310382704986859","0","0","0","0","0.250628987290088","0","0","0","0","0","0","0","0","0.0846562808364777","0","0.107619649699864","0.274212914217802","0","0.326720678868119","0","0.241986305542592","0.0861281242553211","0.0815690511343407","0","0","0.108537283760064","0","0","0.176341339165895","0.291933128863532","0","0","0","0","0","0","0","0","0","0","0","0","0","0.224022420719559","0","0","0","0","0.145997230433103","0","","0","0","0","0.072633033003861","0","0.199065036002392","0.132988859428606","0","0.0769376193519915","0.308959227520765","0","0.111338939854789","0","0","0","0","0","0","0","0.182922006161022","0.0908374045928052","0","0","0","0","0","0","0.0933709681227855","0","0","0.101119369802585","","0.0875948533968324","0.0982039202886201","0.0970478005976202","0.20196532790842","0.177238322742491","","0","0","0.27183920842251","0.302282138357867","0","0.0931624683455321","0","0","0","0","0","0","0.183560207800699","0","0","0.083574303379996","0","0","0","0.205056601913298","0","0","0","0","0.234636823658022","0","0","0.198029006241567","0","0","0","0","0","0.171877841815412","","0.331052420065162","0.306217446381411","0","0.208307483130149","0","0.198912083652084","","0.198298041880976","0.265618787504795","0.238288554267155","0.107712753113191","0","0.204744986561943","0.0954746556816855","0","0.076873063772498","","0.318143987415395","","0.189315299553792","","0.0843475273524348","0.109809967166044","0","0.185733888925895","0.167470933918382","0","0","0","0.207551155133876","0","0.200920232827591","0.170893967268478","0","0.119121208520437","0.112376797254311","0","0.100794395650975"
"8606","0","0.0915442817136341","0","0","0","0","0","0.0969362676735698","0","0","0","0","0.092066334160067","0","0","0","0","0","0","0","0","","0","0","0.112984097807751","0","0","0","0","0","0","0","0.0834391910959224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0767263906261017","0.0959008628800841","0","0","0.172916073813521","0","0","0","0.101413819357598","0","0","0.103768950987667","0","0","0","0.0803450852440794","0","0","0.0964246664448513","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.127959367465679","0","0","0.0867627577462605","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.12052494214087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.103008629542796","0","0.343429663766949","0","","0","0","0","0","0","0","0","0","0.111364988290829","0","0.069811869868625","0","0.170517671031404","0.0803962447937566","0.186644058204031","","0","0","0","0","0","0","0.0901057843631644","0","0","0.198599492071955","0","0","0","0","0","0.165261414728339","0","0","0","0.0844070715423592","0","0","0","0","0","0.256670521527788","0","0","0.0784807144352634","0","0","0","0","0","0","0","","0","0","0","0","0","0.0881810046953636","0","0.092629380595518","0","0","0.0898989338632528","0","0","0","0","0","0.211963676430375","0","0.0922292293670734","0","0","0","0","0","0","0","0","0","0","0","0","0.106000087103985","0","0","0","0","0.220733930422804","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0.198189332515839","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0.0854325619485999","0.155931050554092","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0911757157196224","0","0","0","0","0","0","0","0","0"
"8629","0","0","0","0.17952206167806","0.0888852208491466","0","","0.175416279232336","0","0.0946313215843586","0","0","","","0","0","0","0.185193019273576","0","","0","0","0","0","0","0.282746409088942","0","0","0.108086611995731","0.0884480242282175","0.179420663921771","0","0","0","0.1109323571826","0","0","0","0","0.518161599708609","0","0.0873728706057384","0.0983336251312505","0","0","0.0957392098358437","0","","0","0","0","0","0","0","0.180407217720598","0","0","0","0.208782032541952","0","","0.0813931371408163","0","0.0989908468260966","0.178970064226274","0","0","0","0.392764904000397","0","0","0.103813594054052","0","0","0","0","0","0","0","0","0","0.0907960543519458","0","0.139200506401437","0.312412455820641","0.3055771013258","0.0938085545360289","0","0.0803211031483732","0","0","0","0","0","0","0.094985196752114","0","0","0.287537932401817","0","0","0","0.0933145712358725","0.305602488155752","","0","0.0635355848496406","0.151486897902581","0","0.115037378930171","0","0.190153340473547","0","0","0","0","0","0.0808474382072364","0","0","0","0","0","0","0","0","0.189668281216251","","0","","0.205843632727666","0.447114635872823","0.149640020744884","","0.0717367267231874","0","0.0846562808364777","0","0.0785260258571715","0.0863132948353137","0","0","0","0.334167229474064","0","0.432400432936275","0.165521671538686","0","0.505402670974812","0","0","0.165019144379851","0.205446725143206","0","0","0","0","0","0.0784825383215335","0.0840718056383064","0.322307055640557","0","0","0","0","0","0.340769962664528","0","0","0.225388768943179","0","0.124821710280544","0","0.08971923522183","0","0.144377168359381","0","0","0.193894283386115","0.222111112318362","0.165963367792203","0.18623387626499","0","0.319478412531578","0","","0","0","0","0","0","0","0.350499427139926","0.127705352549243","0.271587170203769","0","0","0","0","0","0","0","0.0932885206365104","0","0","0.208346711536035","0","0.092826729367114","0.088027726543434","0.0954759182457979","0.110129788535417","0.102109369056764","0","0","0","0.397460090508902","0.209054306828672","","0","0","0","0.241233560075926","0","0","0","0","0","0","0","0","0","0.231743072039321","0","0","0","0","","0","0","0.0838338356704682","0","0","0.361394660875654","0","0","0","0","0","0.171266935169944","0","0.314807766660503","0.104570200510331","0.313206382070464","","0.217962682928209","0.194937220875299","0.110397762901996","0.206272355770471","0","0.294030984802384","0","0","0","0.272158107777102","0","0.0916121992404308","0.308102678799937","0.290523857259068","0.107325313792975","0","0","0.212705934153593","0.208159334727794","0.115251458287754","0","0","0","0","0","0.283625273947415","0","0.0945433380923042","0","0","0"
"8634","0","0.248938830151085","0.11430458769156","0.0960202882514372","","0","","0.653763971110948","0","","0","0","0.369113873927779","","0","0","0","0","0","0.0960583286356403","0","0","0","0.216226840707985","0.0965565680354619","0.185291485833372","0.0835384473187352","0","0.0939939131890863","0","0","0","0.30768864163314","0","0.219050565266471","0.3015151711098","0","0","0","0.0898785134800191","0.102303748137054","","0.0983336251312505","0.0859390028779498","0.124469843860107","0.0957392098358437","0","0","0","0.115431606265048","0.198735234146219","0","0","0","0.173192467430361","0","0","","0.208782032541952","0","","0.0887925132445269","0","0.0989908468260966","0.178970064226274","0","","0.101817506704506","0","0","0","0","0.115498188001134","","0","0.113412413274553","0","0","0.085004623664241","0","0","0.081192834137457","0","0.418681840158108","0","0.180519851865236","0.0793858645556339","0","0.122931678609697","0.135012977434701","0","0","0","0","0","0.177895073707702","0","0.0927560401788584","0.177871964165703","0","0.0881213132943149","0","0.192210539373139","","","0","0.0635355848496406","0.230106438321925","0","0.333785939415552","0","0.197903866872154","0.0968435367780697","0","0","0.195211693881631","0","0","0","0","0","0","0.0883287929417037","0.0741156605111218","0","0","0.191362062462937","0","0","","0.424892917502356","0.355828229807063","","","0.170781482329301","0","0","0.184126142322317","0.0785260258571715","0.266399691923521","0","0.0690808165525522","","0.109313128665815","0.120626687819956","0.179444601303633","0.495501779657478","0.120952746486478","","0.122916552761466","0","0.180981233157679","0.109182039169326","0","0","0","0","0.104202109821642","0.440748699732479","0.10089769859052","0.1147927872801","0","0.0938531899955737","0","0","","0.292473622319568","0","0.0997020045436525","0.29026936818695","0","0.22798787621815","0","0","0.297973253679067","0.447952457410041","0","0.0696911934535465","0.3876918507276","0","0","","0","0.190595752725465","0","0","0.30001215703649","0.0992405834202417","0","0.0819203631545197","0.117541406180524","0","","","0.198597801149426","0","0","0","0","0","0","","0.185989652921709","0.128909073866655","0","0","0","0.201542187876272","0.088027726543434","0","0.190598071664293","0.102109369056764","0.189047749288893","0","0","","","0","0.207829764491802","0","0","","0","0","0.0935773243026788","0","0","0","0","0","0","0.216249866603958","0","0","0","0","0","0","0","0","0","0","0.173479043564484","0.0934736283760859","0.199825051366495","0","0","","0","0.082922209594186","0.2039120445133","0.201866726169253","0.102405253529034","0.170229954312228","0","0.107486571093261","0","0","0.105132312539557","0.106520175209717","0","0.121257734292931","0.0940898268713493","0","0.102406364952904","0.104910326202567","0.0809083044571687","0","0","0.0746321205255211","0","0","0","0.32675720743628","0","0.161041805771288","0.091773040940967","0","0.0999650192801288","0.436389454315066","0","0.575414198737687","0","0","0"
"8639","0.164015352722478","0.0897665536183953","0.210216119712624","0.170575292777088","0.214182433715151","0.172640586588946","0.178717312296351","0.366597974325924","0","0.100371673807417","0","0","0.175547147295182","0.0905469813411006","0.0772217705345593","0.0723478330591846","0.0969976952058939","0.0839866138868866","0","","0","0.291850296462566","0","0.392624663780641","","0.114534051020665","0.255063134319924","0.430028184205575","0.389088857041684","0","0","0","0","0.302477241163338","0","","0","0","","","0.299381337401261","0.183967213490907","0","0","0.3129042385947","","0.198206966057938","0","0","0.14190125610406","0.125090494958773","0.305623860831763","0","0.248004789903813","0.0838421049529192","0","0","0.0846759240921486","0.20035149237457","0","","0.0813931371408163","0.177080104610312","","0.0992862666493904","0","0","0.0905623358716086","0.319036513433127","0","0.183295675805303","0.206820999037507","","0.0808375120234508","0","","0.198690281799225","0","0.173019452994706","0.106286071523385","0.0862013383921443","0.0898452841273577","0.0823068985474326","0","0.216245210838361","0.213329217565844","0","0","0.0795138353920384","0.171537932550434","0","0","0","0","","0.278658073372399","0","","0.0945164374483003","0","0.0881213132943149","0.401340413368134","0.5902798494089","0.0959654995619726","0.29379177633083","0","0.390545141033101","0.154806957779615","0.103803354120635","0.152502480058356","","","0.512599648501352","","0.378168279466232","0.288028928039293","0","0.360662697626113","0","0","","0.225721211742344","0.0881468590864573","0.0891488018611377","0.097432127229959","0","","0.109156699800036","0","0.425727118090513","0.114861063313145","0.0975583070427581","0","0.0978151216265477","0.142714199151149","0.0676179453371275","0.389786138057473","0.266039825641971","0","0","0","0.332251765403898","0","0.434996407337734","0.0755549035458628","0.170122068627005","0","0","0.31438196937666","0.100360945069159","0","0","0.300418285241373","0","0","0.252245482012402","0.16624146577392","0.0710888303047637","0","0.0823826259226358","0","0.331033222798766","","","0","0","0.412683922003335","0.0953533263442683","0.193592762123802","0.104305857499434","0.198137099401864","0.0730083336797416","0.0993910195168069","0.194128021084444","0.126121469319636","0","0.168146536188381","0","0.175545580944467","0.0897718978087489","0","0.0648157412579344","0","","0.264506801501851","0.196723288759888","0","0.320949967072598","","0.198454030971257","0.511232756752369","0.130996500390623","0.256706824212054","0","0.381886702733492","0.326637721483848","0","0.170399353517279","0.111716633056469","0.2109422668298","0","0.303100186635966","0.383978985544338","0.193045955439346","0.101119369802585","","0","0","0.185075527141054","0.415347506013157","0.420327853613973","0.299118379864655","","0.490728169364196","0.194869798395021","0.286360474291341","","0","0","0.0943570850066262","0","0.205551903533376","0.177934381048097","0.218289219866859","0.36924481403787","0.189397653611041","0.212781141617271","0","0.342067573577417","0","0.104141051648359","0.518022430987971","0","0.229893653684547","0","0","0.0903026073264687","0.114837087681218","0.0776676946658094","0","0.41083465101007","","0.0878508692978332","0.296780821569855","0.109732335770615","","0.0797232656542896","0.212292015165749","0","0.164808755555386","0.194274736219159","0.104570200510331","0.315086410123026","","0.312762469499361","0.0886103835538685","0.0809198026137043","0","0.525147900511472","","","0.0846213053611994","0","0","0.200191870931662","0","0.308102678799937","0.382757196098882","0.205690588681214","0","0.180850982344745","","0.208159334727794","0.0816738397974637","0.309836674367362","0","0","0.0893876725309378","","0.284595410718339","0","","0.0924806201298717","0.0855854486135743","0.10213539999433"
"8644","0.0710865100977523","0","0","0.20030110109698","0","0","0","0","0","0","0","0","0","0.102345343142811","0","0.154312543811331","0","","0","0","0","0","0","0","0","","0","0.191833677901952","0","0.504983198964901","","","0","0","0.079636027364717","0","0","0","0","0.103800187696583","0","0.128594162286361","0","0.17963258056908","0","0","0","0.523098709561736","0","0","0","0","0","0","0.435000775154524","0","0","0","0","0.229116297893021","0.0949415840323391","0.323921596064632","0","0.127557238722167","0.226121537057901","0","0.102546683211597","0","0.206779693540693","0","0","0.100089404105991","0","0","0","0","","0","0","0","0","0.18511965052286","0","0.0984968018414281","0.303097825409166","0.0875988564505437","0.412704173441546","0","0","0","0","0","0","0","0","0","0","0","0.1279436296088","0","0","0","0","0","0.0784148697813147","0","0","0","0","0.0926465102371205","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0.0774590841110978","0","0.0862922100761674","0","0","0","0","0.202827396250626","0.400037436412738","0","0.203149785939498","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","0","0.15228984161887","0","0","0","0","0","0","0","0","0.0980721547157086","0","0.0729888967533609","0","0.379153476932048","0","0","0","0","0","","0.404505370521174","0","0","0.0913636875193514","0","0.345150713549847","0","0","0","0","0","0","0","0.193938816948004","0","0","0","0","0","0","0","0.0933709681227855","0","0","0","0","0.0875948533968324","0.0982039202886201","0","0.0892632796258916","0.0960943247074255","","0","0","0.0811731495746968","0.0871619872764438","0","0.28090853573526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.434449291486204","0","0","0.310942289471028","0","0","0.250663691371988","0","0","0.0909624712768814","0.176922870361116","0.210543468795085","","0","0.0896844492887188","0","0","0","0.193232581347088","0.255453912052113","","0.285797928248446","0","0.263949382561675","0","0","0","","0.21716994985563","","0.19518910068843","0.0953993231293974","0.107325313792975","","0","0.0908059252099169","","0","0","0","0.294075607906501","0","0","0","0","0","0","0","0.270362537023351"
"8648","0","0.203149237677613","","0.0845515542409855","","0","0","0.172805884869742","0","0","0","0","0","0.102345343142811","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.191467381487805","0.0999308871415662","0","0","0.182224793875862","0.183665925139356","0","0.521137272336546","0","0.392211906681741","0","0","0","0","","0","0","0","0","0.0863065278088106","0","0","0.097553566312423","0.0883441837633583","0","0","0","0","0","0","","0","0","0.217174619635183","0","0","0.311858159197362","0","0.0958660669912621","0.102785548738793","0","0","0.1993694525875","0","0.0804203683440561","0","0","0","0","","0.158158701677977","0.0626133425662501","","0","0.0811488499680898","0","0","0.427898914171281","0.102347250620715","0","0","0.0986445866191275","0","0.095350930870257","0","0","0","0","0","0","0.330201911726102","0","0","0","0","0","0","0","0","0.194642211540341","0.0946940545691751","0","0","0","0.0951440102682873","0","0.0883287929417037","0.0876139426619078","0.342258744320716","0","0","0","0.0896835084141471","0","0","0.0774590841110978","0","0.0862922100761674","0","0.399187724040116","0","","0","0.200765458689874","0.087141896409511","0","0","0","0","","0","0","0","0","0","0","0","0.0991034689546052","0","0.171840875050113","0","","0.183177594592773","0","0.15228984161887","0.0993924509800933","0","0","0","0","0","0.0978414057264679","0.191712758350347","0.0980721547157086","0.239947134110182","0","0.30174706174111","0","0.165662248516071","0","0","0","0","0","0","0","0.0878360374648604","0","0","0","0","","0.291812770309279","0.0903872069589485","0.0916691839585927","0","0.0788714883292245","0.0789971996477803","","0.214764822573363","0","0","0","0","0","0.253879202847195","0.0950693451989175","0","0.310354490315262","0.0994813580851717","0","0","0.188040680720696","0","","0","0","","0.0815065109345937","0","0.186114405092395","0.105401300990725","0","0","0.106321183975355","0.284620394761959","0.247159818538217","0.0675121691816143","0","0","","0","0","0","0.0977170966368528","0","0","0.173738466652415","0","0","0","0","","0","0","0.126885343702549","0.130784247398676","0","","0","0.0963418242695536","0.272262486806399","0","0.324684028657292","0","0","0","0","0.100141038955381","0","0","0","0","0","0","0","","0","0.0992178333718962","0","0","0","0","0.101373389255173","0","0","0.127044429259587","0","0.0834370116047379","0","","0","","0.200404593748873","0","","0","0","0.1931925181385"
"8657","0","0","0.21750852813633","0.268647225380988","0.0882213669482593","0.396863120267674","0","","0.0670884792982441","0","0","0","0.0837009375474473","0.0905469813411006","","0","0","0","0","","0","0","0","0.388751437663378","0.194919329489505","0.203069010566967","0.36632886050643","0","","0","0","0","0","","0","0","0","0","","0.240021420693549","0.521220581323959","0.192821165207071","0","0","0.219478782381751","0","","0","0","0","0","0.301678237239103","0","0.069359835775976","0","0","0","0","0.283490317803781","0","0.400969815110044","0.0813931371408163","0","0","0","0","0","0","0.0987097012961358","0","0","0.202096961380587","0","0","0","0.622266083832132","0","0","0.085004623664241","0.190344568292895","0","0","0.318797496875848","0","0.0934980739706579","0.123629370591927","0","0","0","0.0864877511079109","0","0.088087303471789","0","0","0.109048122021358","0","","","0","0","","0.372525963031911","","0","","0.100603394375137","0","0.0786195404193441","0.0819127982223925","0","0.684932750270452","0.187912840910922","","0","0.363517233716112","0.0919705138204908","0","0.185190212710048","0","0","0.183038287542212","0.508447480361416","0","0","0","0","0.60314486264319","0","0","0.310730991586938","0","0","0","0","0","0","0.401305035275178","0.0846998407146721","0","0","0","0","0","0.718343334830636","0.158541595576961","0.170122068627005","0","0","0.181114527800358","0","0","0","0.30577874776217","0","0","0","0","0","0","0","0.08757497894907","0.527327677889707","","0.495745583383066","0","0","","0","0.2057850932732","0","0.0918783761378513","0","0.0929370572105208","0.08971923522183","0","0","0.373658357736521","0.15211033178749","0.160096213825407","0","0","0","0","","0.325481194071327","0.0865502338062294","0","0.715294257273546","0","0","0.507925069963645","0.343231846999033","0.0853716597936949","0","0.401803062363471","0","0","0.423759481001401","","0.594984732522506","0","0.107593284757171","","0","0","0.432842149783949","0","0","0","0.333839524011637","0","0.0990223415361201","0.185074294587681","0.0832243050140943","0.261008867105981","0.531725563831469","","0","0","0.537683481881249","0","0","0","0.0832118996148489","0.41364240238954","0.179375986588291","0.19425744215623","0.179544954232715","0.471877787421873","0","0","0.195170319006298","0","0","0","0.098612030676601","0","0.186239717243561","0","0","","0.294841367011957","0","","0.109732335770615","0","0.0842815394104611","0","0","0.082922209594186","","0.18485204517851","","","0.519980588195842","0.189413767700464","0","0","","0.105730768591199","0.210512995910118","0","0","0","0.0846796419811934","0","0.227194374342768","0.191818161814566","0.493389099982055","0","0.1709670783027","0.701690014427363","0.385694992131104","0","0.468972946256271","0","0","0","0.160587671399821","0.0954959224350293","0","0","0.0692061590884738","0","0"
"8660","0","0","0.0949665295990253","0","0","0","0","0","0","0","0","0","0","0","0","0","0.100142233448442","0","0","0","0","0.16044017924032","0","0","0","0","0","0","0.0937344731530419","0","0","0","0","0","0","0","0.0903860618367216","0","0","0","0.0954895167721464","0","0","0","0","0","0","0","0","0","0","0","0","0.138913099028967","0","0.0863065278088106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0876118742204994","0","0","0.212001016340718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.102347250620715","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0901090729265042","0.148531871442674","0","0","0","0.0863038311916001","0","0","0.0951440102682873","0","0","0.0876139426619078","0.100857568153128","0","0","0","0","0","0","0","0","0","0","0","0.0818907401634712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0993924509800933","0","0","0","0","0","0","0","0","0.130161473285053","0","0.112335994477366","0","0","0","0","0","0","0","0","0","0","0","0.0828660742676308","0","0","0.192918048173454","0.112023967791232","0.0903872069589485","0.183582173796672","0","0","0","0","0.129436550895775","0","0","0","0","0","0","0.101334227917158","0","0","0.198211786544273","0","0","0.0910843340154768","0","0","0","0","","0","0","0","0","0","0","0.106321183975355","0","0.0846555801511468","","0.0897084762585853","0","0.100762063799658","0","0","0","0.0977170966368528","0","0","0.0843336818008412","0","0","0","0","0.0999235684333134","0","0","0.224018718688491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.102578095850443","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8726","0","0","","0","0.281173931120279","0.0858040539687823","0","0.186878798622001","0","0","0","0.40891622402755","0","0.10237483134115","0.58719177678204","0","0.252591997674092","0","0.207619298856637","0","0","0","0","0.0883179717802155","0","0","","0","0.0939939131890863","0","0","0","0","0","0","0","0.101081319651084","0.5668242746657","0","0","0.190801789021892","0","0","0","0.124469843860107","0.179808235520863","0","0","0","0","0","0","0","0","0","","0","0","0.113008847392209","0","0.216132554727242","0","0","0","0.079683797576884","0.175803188954413","0","0","0","0.0851352363352879","0","0","0","0","0.576401039047663","","0","0.427679662457029","0.173019452994706","0","0","0","","0","0","0","0","0.64664040771827","0","0","","0","","0","0","0","0","0.210227359757338","0","","","0","0.0988959681372661","0.0881766967624552","0","0","0.169989122944568","0.153919020961654","0","0","0","0.0978316836547648","0.2130690422235","0","0","0.184312232498093","0.379112631728553","","0","0","0.167839235767958","0","0","0.339214222720622","","0.12276933106356","0.191362062462937","0","0.176346297579077","","0","0.0909115116437433","0","0.117391219244581","0.0717367267231874","0.0727420571946002","0","0.0846998407146721","0","0","0.161723869969157","0","0","0","0","0.0795433242625705","0","0","0","0","0","0","0","","0.26923899080946","0.45910265640698","0","0.0764759670549614","0.0784825383215335","0","0","0","0.0938531899955737","0","0","0","0.090838696291285","0","0.0997020045436525","0","0.213634275336509","0","0.0944753842068971","0","0","0","","0.355010516656913","0.0784298616695118","0","0","0","0.0878360374648604","0.0919052671739612","0","0","0","0.0992405834202417","0.309395245830387","0.107476365792929","0.117541406180524","","0.190499967610784","0","0.110299532529723","0.184974993689591","0.190492827750794","0","0","0","0","0.107593284757171","0.18935623699067","0","0","0","0.0675284879796199","0","0.0914007120029624","0","0.0927096122082452","0","0.175253676425043","0.311831945102999","0.266683332311693","0","","0","0","0.275964278496369","0.0957031262581704","0.0821973261345767","","0","0.0935773243026788","0","0.0970830294894426","0","0","0","0","0","0","0.0901346319397785","0.089129524501058","0","0","0","","0","0","0","0","0.0934736283760859","0.1984825610047","0","0.260533344317279","0","0","0.082922209594186","0","0","0","0","0","0","0","0","0.212836907539645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0855854486135743","0"
